	file	label	text
10	Audit (19).java	audit	domain kind implements handler string string get kind name string get type label domain domain sql fragment sql object ids in domain domain domain create domain uri domain may may exist yet string generate domain uri string schema name string query name container container user user action url url show data domain domain container user container user nullable action url url edit definition domain domain container user container user action url url create definition string schema name string query name container container user user boolean create definition user user container container boolean edit definition user user domain domain override customize nav trail shared pages like edit domain append nav trail nav tree root container c user user do special handling property descriptor deleted nothing default delete property descriptor domain domain user user property descriptor pd return set names allowed properties e g names columns hard table underlying type set string get reserved property names domain domain return set names always required cannot subsequently deleted set string get mandatory property names domain domain consider domain kind supply i domain instance similiar hold instance data e g dataset definition create domain appropriate domain kind domain create domain gwt domain domain map string object arguments container container user user update domain definition appropriate domain kind list string update domain gwt domain original gwt domain update container container user user set property storage spec get base properties if domains kind get hard tables automatically provisioned returns db schema reside if null hard tables provisioned doamins kind db scope get scope string get storage schema name set property storage spec index get property indices need able tell domain rows perhaps domain kind get table info method boolean null values domain domain domain property prop ask domain clear caches related domain invalidate domain domain set hard table names schema provision tables set string get non provisioned table names property storage spec get property spec property descriptor pd domain domain
11	Audit (2).java	audit	set audit trail format database info database query format format database valid database get audit trail format database info database database valid database else clear audit trail format database info database database audit trail format null char new audit trail entries null send audit mail pr pr pr old pr char edit user email addr format named parameter parms null database info database pr database parms allocate named parameter edit user email addr edit user email addr parms allocate named parameter new audit trail new audit trail entries strcmp field value pr responsible database allocate named parameter old responsible compose mail message pr old pr audit mail parms null err free format parameter list parms add entry audit trail field params format add audit trail ent pr pr query format fmt char new audit string null char audit string char char curr date get curr date fmt null format new audit entry process format null new audit string pr null fmt n params squirrel away need mail later append new audit trail entries new audit string now append formatted audit trail field field value pr audit trail pr database null audit string xstrdup append audit string new audit string set field pr audit trail pr database audit string err free audit string free new audit string field invalid field index new audit trail entries null res add audit trail res audit trail format null char new audit char copy ptr len len len closed date set changed separator p field value pr audit trail pr database p null strlen p new audit xmalloc strlen p new audit strcat new audit copy ptr set field pr audit trail pr database new audit err free new audit foreach require audit email reason proc get audittrail state field info exists tk gnats server require audit trail entry foreach var parm require audit require audit trail entry require reason require audit trail reason require email req proc check audit trail opts dputs reason audit trail requirement field unknown asking return get audittrail state field
12	Audit (20).java	audit	partial admin admin setup system web ui page string redirect page home aspx security module security login user info user info region events protected page load object sender event args e protected btn save click object sender event args e protected btn cancel click object sender event args e endregion region user defined functions this function retrieves data setup tabel controls load data endregion
13	Audit (21).java	audit	partial adventure works entities user name get set list db audit audit trail list new list db audit enum audit actions partial on context created adventure works entities saving changes object sender event args e and audit trail factory factory method create dbaudit object specially modify state keeps modified properties serialized xml so using field easily show changes modified object comparison old new data collapse copy code db audit audit trail factory object state entry entry user name db audit audit new db audit audit audit id guid new guid to string audit revision stamp date time now audit table name entry entity set name audit user name user name entry state entity state added entry added else entry state entity state deleted entry deleted else entry modified return audit
14	Audit (22).java	audit	audit trail management aspect principal resolver audit principal resolver map string audit action resolver audit action resolvers map string audit resource resolver audit resource resolvers list audit trail manager audit trail managers string application code client info resolver client info resolver new default client info resolver constructs audit trail management aspect following parameters also registers default audit action resolvers including link com github inspektr audit spi support default audit action resolver link com github inspektr audit spi support boolean audit action resolver link com github inspektr audit spi support object creation audit action resolver audit trail management aspect string application code principal resolver auditable principal resolver list audit trail manager audit trail managers map string audit action resolver audit action resolver map map string audit resource resolver audit resource resolver map object handle audit trail proceeding join point join point audits audits throws throwable object handle audit trail proceeding join point join point audit audit throws throwable execute audit code string current principal string auditable resources proceeding join point join point object ret val string action audit audit set client info resolver client info resolver factory
15	Audit (23).java	audit	immutable container holding core elements audit able action need recorded audit trail record audit action context implements serializable unique id serialization serial version uid l this who string principal this what string resource operated upon this action string action performed this application operation performed string application code this when date action was performed client ip address string client ip address server ip address string server ip address audit action context string principal string resource operated upon string action performed string application code protected assert not null object string message null throw new illegal argument exception message string get principal string get resource operated upon string get action performed string get application code date get when action was performed string get client ip address return client ip address string get server ip address return server ip address string get diagnostic info audit point runtime info runtime info
16	Audit (24).java	audit	auditable long get id list get auditable fields string get primary field string get audit message the audit log entity must able store package com ideyatech core bean this responsible handling audit functions needed attached audit log implements serializable serial version uid l column name entity id nullable false updatable false long entity id suppress warnings unchecked column name entity class nullable false updatable false class entity class column name reference string reference lob column name message nullable false updatable false string message column name user id nullable false updatable false long user id transient transient object object transient transient base user user audit log suppress warnings unchecked audit log string message long entity id class entity class long user id long get entity id set entity id long entity id suppress warnings unchecked class get entity class set entity class class entity class string get message long get user id set user id long user id object get object set object object object base user get user set user base user user the audit log interceptor responsible tracking changes creating necessary audit logs notice session created separate hibernate utils session original unchanged data retrieved comparison package com ideyatech core persistence interceptor this interceptor responsible tracking audit trails source patterned book java persistence hibernate page onwards merged http www hibernate org html audit log interceptor extends empty interceptor serial version uid l logger log logger get logger audit log interceptor non javadoc override delete object entity serializable id object state
17	Audit (25).java	audit	an spi needed implemented individual applications requiring audit trail record keeping functionality provide current resource audit able action performed audit resource resolver resolve auditable resource string resolve from join point target object return value resolve auditable resource audit able action incurred exception string resolve from join point target exception exception an spi needed implemented individual applications requiring audit trail record keeping functionality provide action taken audit action resolver resolve action audit event string resolve from join point auditable target object retval audit audit resolve action audit event incurred exception string resolve from join point auditable target exception exception audit audit
18	Audit (26).java	audit	net base sdch manager base base base logging base metrics histogram base strings number conversions base strings util crypto sha net base registry controlled domains registry controlled domain net url request url request http job namespace net size sdch manager k max dictionary size size sdch manager k max dictionary count sdch manager sdch manager global null bool sdch manager g sdch enabled true sdch manager dictionary dictionary std dictionary text sdch manager dictionary dictionary bool sdch manager dictionary can advertise gurl target url sdch manager global is in supported domain target url the specific rules dictionary advertised domain match target url domain ports empty ports count target url effective int port path size path match target url path path target url scheme is secure base time now expiration return true security functions restricting loads use dictionaries bool sdch manager dictionary can set std domain sdch manager global is in supported domain dictionary url a dictionary invalid must stored following true todo jar redirects dictionary fetches might plausibly problematic hence conservative approach allow redirects allow dictionary set domain empty registry controlled domains get domain and registry dictionary domain match dictionary url domain std referrer url host dictionary url host size postfix domain index referrer url host rfind domain see indeed postfix internal referrer url host size postfix domain index domain size ports empty return true bool sdch manager dictionary can use gurl referring url sdch manager global is in supported domain referring url domain match referring url domain ports empty path size path match referring url path path referring url scheme is secure todo jar remove overly restrictive failsafe test added per security review need general referring url scheme is http return true bool sdch manager dictionary path match std path must either p equal p p prefix p either character p path restriction size prefix length restriction size prefix length path size path compare prefix length restriction return restriction prefix length path prefix length bool sdch manager dictionary domain match gurl gurl todo jar this precisely domain match definition return gurl domain is restriction data restriction size sdch manager sdch manager dcheck global dcheck called on valid thread global sdch manager sdch manager dcheck eq global dcheck called on valid thread dictionaries empty global null sdch manager shutdown enable sdch support false global global set sdch fetcher null sdch manager sdch manager global return global sdch manager sdch error recovery problem codes problem uma histogram enumeration sdch problem codes problem max problem code sdch manager set sdch fetcher sdch fetcher fetcher dcheck called on valid thread fetcher reset fetcher sdch manager enable sdch support bool enabled g sdch enabled enabled sdch manager blacklist domain gurl url global global set allow latency experiment url false std domain string to lower ascii url host count global blacklisted domains domain count count global exponential blacklist count domain count else global blacklisted domains domain count sdch manager blacklist domain forever gurl url global global set allow latency experiment url false std domain string to lower ascii url host global exponential blacklist count domain int max
19	Audit (27).java	audit	custom audit api impl extends nms audit api audit api auth audit audit api nms util get api nms audit api properties p new properties p set property operation operation name p set property category category p set property audited obj audited object p set property custom property value of custom property auth audit audit user name p audit java lang string user name java util properties audit prop clear audit java lang string user name java util properties audit prop get audit level java util vector get audit trails java lang string user java util properties audit prop init java lang object obj set audit level level
20	Audit (28).java	audit	package org jboss security audit config an entry representing audit provider configuration audit provider entry string name map string object options new hash map string object audit provider entry string name audit provider entry string name map string object options string get name add module option option map string object get options string string
21	Audit (29).java	audit	external security utils boolean external authorization boolean external authentication boolean principal authentication this method returns true external authorization active authorization configuration determines whether authorization internal e using user data stored audit trail external e using user data provided configured synchronization provider boolean external authorization this method returns true external authentication active authentication configuration determines whether authentication internal e authentication done internally means engine authenticates audit trail synchronization provider depending authorization configuration principal e authentication done externally using j ee principals jaas e authentication done externally using jaas boolean external authentication this method returns true external authentication type j ee principal used this requires following entry carnot properties file security authentication mode principal boolean principal authentication
22	Audit (3).java	audit	add audit trail table row data connection conn throws sql exception table row exception collection load audit trail history oid oid connection conn throws exception audit trail info audit trail info implements serializable audit trail fields linked list audit trail fields new linked list iterator get audit trail fields set has audited class boolean value shell audit shell audit collection load audit trail history base dba dba get audit trail history code persist code object output constructor for fields md get audit trail fields pwriter tm add audit trail table row shell connection conn servlet reply get audit trail history http servlet request request http servlet response response output audit trail statements meta data md print writer pwriter output audit trail statements meta data md print writer pwriter output methods for audit trail fields string pobject name string pobject class name collection load audit trail history base dba dba collection load audit trail history base dba dba oid oid output methods for audit trail fields meta data md print writer pwriter collection get audit trail history oid oid throws persist exception
23	Audit (30).java	audit	this marker indicate audit trail auditable
24	Audit (31).java	audit	trial activity change section constants simple date format date format section properties string trial subject identifier date date string change description string change author section construction trial activity change section accessors mutators return subject identifier string get trial subject identifier param trial subject identifier trial subject identifier set set trial subject identifier string trial subject identifier return date date get date param date date set set date date date return change comment string get change description param change description change description set set change description string change description return user id change author string get change author param change author change author set set change author string change author section errors validation section interfaces section override trial subject model factory section constants section properties trial subject model template trial subject model trial subject model null trial subject model section construction trial subject model factory trial subject model template trial subject model section accessors mutators array list string get activity data storage names array list string get activity step data storage names string activity data storage name get number of activities string get primary key display name string get primary key data storage name string get activity display names string get activity display name string activity data storage name string get core field data storage name string core field display name string get activity data storage name string activity display name string get activity field data storage name string activity data storage name boolean valid core field name string core field name boolean valid activity name string activity data storage name boolean valid activity step name string activity data storage name string get comment and activity field names string activity data storage name array list string get core field data storage names string get core field names trial subject model create trial subject model trial activity model create template activity model string activity data storage name trial subject model create trial subject model string identifier trial subject model get null trial subject model boolean null object trial subject model trial subject model boolean null activity trial activity model trial activity model section errors validation section interfaces section override
25	Audit (32).java	audit	the audit restlet generic restlet accessing audit trail items stored xnat use combination xsi type primary key value access audit trail services audit xdat user services audit xnat project data test project audit restlet extends secure resource item i item string key string xsi type audit restlet context context request request response response item i retrieve string xsi type list string pks list string ids throws exception override representation represent variant variant throws resource exception
26	Audit (33).java	audit	activity element dao impl extends sql map client template implements activity element dao suppress warnings unchecked list activity element get activity elements integer id activity throws sql exception suppress warnings unchecked list activity element get session activities elements integer id session throws sql exception activity element insert activity element activity element throws sql exception activity element update activity element activity element throws sql exception integer delete activity element activity element throws sql exception delete by id activity integer id activity throws sql exception
27	Audit (34).java	audit	partial admin faq list system web ui page sql connection conn new sql connection system web configuration web configuration manager connection strings psd connection string to string string redirect page home aspx security module security login user info user info region events protected page load object sender event args e protected page save state complete object sender event args e protected btn add click object sender event args e protected btn reset click object sender event args e protected gv faq row data bound object sender grid view row event args e protected gv faq sorting object sender grid view sort event args e protected sql data source selected object sender sql data source status event args e protected lbt start click object sender event args e protected lbt previous click object sender event args e protected lbt next click object sender event args e protected lbt end click object sender event args e protected btn search click object sender event args e protected btn export click object sender event args e protected btn export all click object sender event args e endregion region user defined functions protected bind grid protected show row info protected set pager btn bool bl previous bool bl next endregion partial admin admin acc system web ui page bool candidate exist false cand id protected page load object sender event args e loaddata protected load ctrl data region info view events protected lbt info click object sender event args e user defined functions show info view endregion region info edit events protected btn info edit click object sender event args e protected btn cancel click object sender event args e protected btn info save click object sender event args e protected bool check validation protected lbt add options click object sender event args e user defined functions endregion region change pwd events protected btn change pwd click object sender event args e protected btn pwd save click object sender event args e user definied functions endregion
28	Audit (35).java	audit	audit trail logger log logger get logger audit trail configuration manager conf manager simple analyzer analyzer audit trail configuration manager conf manager conf manager conf manager analyzer new simple analyzer boolean action active string realm id audit trail conf action type type beware this singleton conf manager audit trail active realm id type return false record action audit trail conf action type type string userid beware this singleton gregorian calendar gc new gregorian calendar gc set time in millis system current time millis string uuids uuid string string builder str build new string builder uuids str build append str build append gc get time str build append str build append gc get time in millis str build append str build append version str build append str build append userid str build append str build append archive get realm id str build append str build append archive get id str build append str build append type string str build append n worker lock index archive try finally close audit trails handlles shutdown import action uuid uuid audit trail exp aud exp worker worker archive archive throws sql exception beware this singleton audit trail entity aud ent new audit trail entity aud ent set action aud exp get action aud ent set uuid obj uuid aud ent set version aud exp get version aud ent set actor aud exp get actor aud ent set action date aud exp get action date archive get rdbms insert audit trail worker get connection archive worker aud ent
29	Audit (36).java	audit	using system namespace umbraco core auditing summary represents audit implementation summary internal audit trail region singleton readonly lazy audit trail lazy new lazy audit trail new audit trail audit trail current get return lazy value audit trail endregion i audit write provider write provider get set add entry audit types type comment user id object id namespace umbraco core auditing summary public method create new audit trail summary audit add audit types type comment user id object id
30	Audit (37).java	audit	the base implementation audit message each ihe actor requires implementation base this base em em used independently standard method atna compliant p implementations audit log specific ihe actors must instantiated actor starts stop must called actor ends instation must used if actor restarts new instance must made calling stop cause specific instance audit trail cease functioning p the following atna required messages currently implemented given dl dt actor start stop dd all actors implement via base it generally unnecessary implement different actors dicom supp application activity dt node authentication failure dd only secure node tls failure user login failure secure node actor dicom sup security alert dt patient record event dd patient record created modified accessed document consumer document source dicom sup patient record dt import dd generally used whenever document sent somewhere document source dicom sup data import dt export dd patient record created recieved somewhere document consumer dicom sup data export dt procedure record event dd procedure record created accessed modified deleted document consumer document source dicom sup procedure record dt security administration dd change security roles user accounts authentication ability configuration changes in addition user authentication failure signoff secure node dicom sup security alert dl ihe audit trail implements i audit trail logger log logger get logger ihe audit trail string actor name list i message transmitter messengers null handles creation logging instance given actor ihe audit trail string actor name iterable i connection description repositories add required elements format message xml send format and log i message transmitter messenger audit object factory factory boolean requestor data helper functions active participant get user active participant get media active participant ids role string media description dicom messages dicom supp message a p application activity p protected application activity audit type codes message throws jaxb exception dicom supp message a p patient record p protected patient record active participant doctor participant object patient event action code action protected document record active participant destination event id event id participant object patient participant object logobject dicom supp message a p data export p protected data export active participant doctor active participant media participant object patient dicom supp message a p data import p protected data import active participant doctor active participant media participant object patient dicom supp message a p query p protected query active participant destination participant object patient participant object query throws jaxb exception dicom supp message a p security alert p protected security alert success code success active participant server throws jaxb exception dicom supp message a p user authentication p protected user authentication active participant user audit type codes type success code success throws jaxb exception actual messages sends actor start log message must called actor started start sends actor stop log message must called actor finished stop call node fails authenticate another node node authentication failure success code success i connection description server call user authenticates user login success code success active participant user call user logs user logout success code success active participant user call query made patient query issued i connection description destination participant object patient
31	Audit (38).java	audit	this holds backup audit trail form data updated form data version extends abstract editable serial version uid l form data object backup form data form data the xml data string data form data version form data version form data version form data version form data version form data form data string data date date created user creator form data get form data set form data form data form data string get data set data string data
32	Audit (39).java	audit	service accessing requirement audit trail ie requirement audit events requirement audit trail service requirement large property change find large property change by id event id paged collection holder list requirement audit event find all by requirement version id ordered by date requirement version id paging paging this interceptor transparently logs creation last modification data link auditable entity audit log interceptor extends empty interceptor override boolean flush dirty object entity serializable id object current state object previous state string property names type types auditable entity log modification data entity current state return true return false boolean auditable object entity return annotation utils find annotation entity get class auditable null log modification data object entity object current state try auditable support audit find audit current state audit set last modified by get current user audit set last modified on new date catch illegal argument exception e throw new illegal argument exception non auditable entity entity e auditable support find audit object state object field state field null field get class assignable from auditable support throw new illegal argument exception could find property type auditable support override boolean save object entity serializable id object state string property names type types auditable entity log creation data entity state return true return false log creation data object entity object state try auditable support audit find audit state one sets defaults provided creation time audit get created by null audit get created on null catch illegal argument exception e throw new illegal argument exception non auditable entity entity e string get current user return user context holder get username
