	file	label	text
10	Audit .java	audit	package org jfolder security audit base project specific security audit query protected security audit query security audit helper string security audit separator string security audit type start string security audit type end string security audit type name value junction big decimal initial id new big decimal big decimal stadard custom code new big decimal string system workflow engine workflow engine string system web application web application string system command line command line string category deployment deployment string category transport transport string category general general string category execution execution string category database access database access string sub category application application security audit helper string severity level information information string severity level warning warning string severity level error error big decimal severity code information big decimal severity code warning new big decimal big decimal severity code error new big decimal array list get common category types array list get common source types array list get severity levels array list get severity codes as strings big decimal convert severity level to number string sl string convert number to severity level big decimal sl hash map convert string to audit type string value string convert audit type to string hash map value validate type security audit set array list ids null array list audits null security audit set security audit set new instance add security audit big decimal id security audit sa get security audit count security audit get security audit index big decimal get id index ublic simple security audit extends base security audit user identity audit user null audit code string audit comment null string audit status null audit timestamp boolean initialized false boolean audit fault present false string audit fault message null string audit fault source null boolean audit fault present false user identity audit user identity null big decimal audit sequence number null string audit machine of origin null string audit date time null string audit severity level null hash map audit category type null hash map audit source type null string audit server version null big decimal audit custom code null hash map audit custom category type null hash map audit custom source type null string audit custom message null boolean audit opened false protected simple security audit protected simple security audit user identity ui big decimal seq num simple security audit new instance protected simple security audit security audit sa boolean audit user identity present user identity get audit user identity big decimal get audit sequence number string get audit machine of origin string get audit date time string get audit severity level hash map get audit category type hash map get audit source type string get audit server version big decimal get audit custom code hash map get audit custom category type hash map get audit custom source type string get audit custom message boolean audit opened protected set audit user identity user identity ui protected set audit sequence number big decimal seq num protected set audit machine of origin string machine of orig protected set audit date time string date time protected set audit severity level string severity
11	Authenticate (10).java	authenticate	package osid authentication the authentication manager identifies authentication types supported implementation authenticates user using particular authentication type determines user authenticated particular authentication type destroys user authentication returns id agent represents user authentication manager extends osid osid manager get authentication types supported implementation osid shared type iterator get authentication types throws osid authentication authentication exception invoke authentication process specified type identify user it may necessary call user authenticated check status authentication the standard authentication technique limiting time user authentication valid requires explicit queries authentication status it likely checking status authentication occur frequently invoking mechanism authenticate user separation authentication process checking status authentication process made explicit authenticate user user authenticated methods authenticate user osid shared type authentication type throws osid authentication authentication exception check current authentication status user if method returns true user authenticated if method returns false user authenticated this indicate user could authenticated user authentication timed the intent use method authenticate user invoke authentication process the standard authentication technique limiting time user authentication valid requires explicit queries authentication status it likely checking status authentication occur frequently invoking mechanism authenticate user separation authentication process checking status authentication process made explicit authenticate user user authenticated methods boolean user authenticated osid shared type authentication type throws osid authentication authentication exception get unique id agent represents user specified authentication type agents managed shared osid osid shared id get user id osid shared type authentication type throws osid authentication authentication exception destroy authentication authentication types destroy authentication throws osid authentication authentication exception destroy authentication specified authentication type destroy authentication for type osid shared type authentication type throws osid authentication authentication exception
12	Authenticate (11).java	authenticate	the tt auth by signature tt challenge response authentication message digest auth by signature extends auth string defaultdigitalsignaturealgorithm dsa string signature algorithm defaultdigitalsignaturealgorithm signature signature null private key key null public key key null protected auth by signature protected auth by signature string digest name protected auth by signature string digest name string signature name protected auth by signature string digest name string signature name protected auth by signature string digest name private key key protected auth by signature private key key public key key byte calculate response turn challenge challenge private key get private key public key get public key string get signature algorithm protected byte hash turn challenge challenge protected set private key private key key protected set public key public key key protected set signature algorithm string name protected byte sign turn challenge challenge boolean verify turn challenge challenge byte signature boolean verify turn challenge challenge byte sequence signature the tt auth by digest tt challenge response authentication message digest auth by digest extends auth shared secret secret null protected auth by digest auth by digest shared secret secret protected auth by digest string name auth by digest string name shared secret secret byte calculate response turn challenge challenge shared secret get secret protected byte hash turn challenge challenge protected set secret shared secret secret boolean verify turn challenge challenge boolean verify turn challenge challenge byte sequence response import java io input stream import java io file input stream import java io file output stream import java io object input stream import java io object output stream import java io file not found exception import java security private key import java security public key import java security key pair generator import java security key pair import java security key management exception import java security no such algorithm exception import com ibm aglets security randoms import com ibm awb misc resource import com ibm awb misc file utils the tt authentication tt authentication protocol authentication boolean authenticated myself false boolean authenticated opponent false turn auth no turns socket socket null inet address local addr null inet address remote addr null server identifier server identifier null input stream input stream null data input data input null output stream output stream null shared secrets secrets null the key pair generator algorithm string keypairgeneratoralgorithm dsa strength key modulus length keystrength length seed seedlength a key pair generator key pair generator key pair gen null private public key private key key null public key key null public key key opponent null default authentication manner default auth manner default authentication manner setup resource res resource get resource for atp string manner res get string atp default auth manner default auth manner auth packet auth manner manner default authentication manner manner default auth manner manner default authentication manner step not authenticated step start step first turn step second turn step end step step not authenticated status normal status authentication failed status illegal step status unknown domain status unknown manner status inconsistent manner status error status status normal shared secret selected secret null string selected domainname null
13	Authenticate (2).java	authenticate	change cipher spec throws io exception read change cipher spec throws io exception initializes application data streams starts record layer threads synchronized setup io throws io exception record layer new thread group record layer record input new record input session record layer record output new record output session record layer record input set record output record output record layer set daemon true record input start record output start handshake completed perform client handshake the process looks like client hello server hello certificate server key exchange certificate request server hello done certificate client key exchange certificate verify change cipher spec finished change cipher spec finished with denoting output denoting input denotes optional messages alternatively may abbreviated handshake resuming session client hello server hello change cipher spec finished change cipher spec finished client handshake throws io exception record output set handshake avail msg write dout version try thread sleep catch interrupted exception ie record output set fragment length len record input set fragment length len record output set session session session params set in mac null session params set out mac null session params set in random null session params set out random null session params set in cipher null session params set out cipher null record output set handshake avail msg write dout version record output set handshake avail msg write dout version record output set handshake avail msg write dout version
14	Authenticate (3).java	authenticate	package javax security sasl an creating instances tt sasl client tt a implements must thread safe handle multiple simultaneous requests it must also constructor accepts argument p this normally accessed directly client use tt sasl tt methods instead however particular environment may provide install new different tt sasl client factory tt sasl client factory string mechanisms string authorization id string protocol string server name map string props callback handler cbh throws sasl exception
15	Authenticate (4).java	authenticate	package org esfinge business security default security provider extends security provider override user credential authenticate user credential credential override boolean authorize action user credential credential object domain string action name override boolean authorize report user credential credential report report override session finish user credential credential package org esfinge business security credential single credential provider extends credential provider user credential registered credential register credential user credential credential throws application exception authentication exception user credential get credential override remove credential throws application exception object get obj by id object obj user credential credential throws application exception
16	Authenticate (5).java	authenticate	authentication status authenticate method string mechanism string security name user name byte auth data passwd sec attribute privileges credentials holder creds opaque holder continuation data opaque holder auth specific data authentication status authenticate method string mechanism string security name user name byte auth data passwd sec attribute privileges credentials holder creds opaque holder continuation data opaque holder auth specific data
17	Authenticate (6).java	authenticate	implementation jmx authenticator used server side secure access link javax management remote jmx connector server jmx connector server br usage pre jmx authenticator authenticator new password authenticator new file users properties map environment new hash map environment put jmx connector server authenticator authenticator jmx service url address new jmx service url rmi localhost m bean server server jmx connector server cntor server jmx connector server factory new jmx connector server address environment server pre the format users properties file standard properties file br lt user gt lt password gt br lt password gt stored ways ul li clear text password written clear text li li obfuscated text password obfuscated li ul the obfuscated form obtained running main pre java cp mx j remote jar mx j tools remote password authenticator pre following instructions printed console the output copy pasted password properties file br the obfuscated password obtained digesting clear text password using link java security message digest algorithm base encoding resulting bytes br br on client side allowed connect server side secured password authenticator provide correct credentials pre string credentials new string the user travel clear text credentials user you may send password clear text better obfuscate credentials password authenticator obfuscate password password map environment new hash map environment put jmx connector credentials credentials jmx service url address jmx connector cntor jmx connector factory connect address environment pre note link obfuscate password java lang string java lang string obfuscating passwords works server side setup password authenticator however password authenticator used jsr implementations sun reference implementation password authenticator implements jmx authenticator
18	Authenticate (7).java	authenticate	package org smartfrog sfcore security extends socket contains reference ssl socket wrapping security context used create socket whether created using client mode sf socket extends socket whether wrapping ssl socket using client mode boolean use client mode a security environment handles configuration sockets sf security environment sec env ssl socket wrapping socket ssl socket ssls a wrapped input stream socket sf input stream current input stream a list subjects successfully authenticated peer string peer authenticated subjects constructs sf socket security environment typically invoked server using client mode sf socket sf security environment sec env boolean use client mode constructs sf socket host port security environment typically invoked server using client mode determined sf socket string host port sf security environment sec env sets ssl socket wraps socket set ssl socket ssl socket ssls gets ssl socket wraps socket ssl socket get ssl socket gets flag stating whether wrapping ssl socket using client mode mode boolean get use client mode gets list subjects successfully authenticated peer peer string get peer authenticated subjects sets list subjects successfully authenticated peer successfully authenticated forour peer set peer authenticated subjects string peer authenticated subjects gets input stream associated socket the motivation current sun implementation rmi thread calls first read unmarshal arguments actually performs method invocation therefore attaching socket thread become available method invocation security checks stream input stream get input stream throws io exception
19	Authenticate (8).java	authenticate	package net global village kerberos kerberos authenticator test extends test case wo action results display data access file action
20	Authenticate (9).java	authenticate	id otp authenticator java v wastl exp otp authenticator extends otp authenticator iface the version otp authenticator string version the default starting sequence otp start seq the default hash algorithm otp string dflt hash md cache active st x cache new st x default constructor otp authenticator get auth display mngr auth display mngr get auth display mngr get version string get version re initilize authenticator init storage manager store register authenticator system register config scheme store get new challenge changing password this displayed screen user tries change password password string get new challenge user data udata throws web mail exception authenticate user authenticate post user data user data ud string dom string pass throws invalid password exception change otp stream change password user data ud string newpass string vrfy throws invalid password exception get challenge authentication this get passed user data return approriate challenge user string get challenge user data ud throws web mail exception private functions remove from cache string key type put into cache string key otp state ast otp state nst get from cache string key type otp state sts otp state get from cache string key type hashtable cache otp auth display mngr disp mngr otp authenticator simple authenticator java does simple authentication based user data check passwd created mon apr simple authenticator extends authenticator string version simple authenticator super string get version return version init storage store register config scheme store key simple store config add choice auth key very simple style authentication first login sets password password may changed authenticate post user data user data udata string domain string password throws invalid password exception udata check password password password equals throw new invalid password exception change password user data udata string passwd string verify throws invalid password exception udata set password passwd verify simple authenticator
21	Authenticate .java	authenticate	package org alfresco repo remote server side implementation code file folder service code transport layer this gets exported remotely contains explicit ticket arguments file folder remote server implements file folder remote
22	HeartBeat (10).java	heartbeat	get initial ping read descriptor char pong fifo name char pong fifo name result data fd set read set done ifdef debug fprintf stderr get intial ping n endif fd zero read set fd set read descriptor read set done ifdef debug endif return data creates thread handles acknowledgement incoming pings opens fifo read write pthread start ping thread s internal registration info ap reg info s thread data thread data write fd pthread thread pthread attr thread attributes null ap reg info ifdef debug fprintf stderr start ping thread n endif ifdef debug fprintf stderr write name n endif write fd open ap reg info write fifo name o wronly write fd ifdef debug fprintf stderr write fd n write fd fprintf stderr read fd n ap reg info read descriptor endif return entry point thread handles incoming pings if thread receives data zero assumes intentional result unregistration request it terminate thread handle pings args read descriptor write descriptor fd set read set result pid data s thread data descriptors timeval timeout microseconds ifdef debug fprintf stderr handle pings n endif pid getpid ifdef debug fprintf stderr pid thread n pid endif descriptors s thread data args read descriptor descriptors read descriptor write descriptor descriptors write descriptor data descriptors ping data rather block indefinitely incoming ping fifo microseconds descriptors timeout ifdef debug fprintf stderr read descriptor n read descriptor fprintf stderr write descriptor n write descriptor endif data send pong write descriptor data pid begin loop ifdef debug endif ifdef debug endif this function called user code send pong heartbeat monitor needed send correct ping send pong ap reg info result s internal registration info p reg info null ap reg info p reg info cast s internal registration info ap reg info already replied resend p reg info last data result send pong p reg info write descriptor result indicate replied ping p reg info last data errno return sends reply monitor based data received last ping send pong fifo descriptor data pid structure containing ping information s ping data ping ssize bytes ifdef debug fprintf stderr send pong n data endif fill ping information structure unique ping ping data data ping destination pid pid write ping info fifo bytes write fifo descriptor ping sizeof ping bytes sizeof ping ifdef debug endif return this function used client threads used the ping data stored registration info structure passed used next call send pong library specific data returning read ping ap reg info timeval timeout data result s internal registration info p reg info fd set read set null ap reg info p reg info cast s internal registration info ap reg info fd zero read set fd set p reg info read descriptor read set wait something read e ping timeout tv sec else result data read ping p reg info read descriptor data else return reads ping data fifo read ping fifo descriptor structure containing pong information s ping data ping ssize bytes ifdef debug fprintf stderr read ping n endif data ready read bytes read fifo descriptor ping sizeof
